,Model,Substância,cm_0,cm_1,cm_2,cm_3,cm_4,cm_5,cm_6,cm_7,cm_8
2266,KNeighborsClassifier,Benzos,106,4,2,36,7,3,15,7,8
2267,KNeighborsClassifier,Benzos,106,4,2,37,5,4,20,1,8
2268,KNeighborsClassifier,Benzos,101,3,8,32,10,4,18,6,5
2269,KNeighborsClassifier,Benzos,102,5,4,39,4,3,22,4,4
2270,KNeighborsClassifier,Benzos,100,5,6,31,9,7,18,5,7
2271,KNeighborsClassifier,Benzos,100,7,4,37,7,3,19,8,3
2272,KNeighborsClassifier,Benzos,99,9,3,36,8,3,19,5,6
2273,KNeighborsClassifier,Benzos,100,3,8,35,7,5,17,7,6
2274,KNeighborsClassifier,Benzos,103,4,5,37,8,1,19,7,4
2275,KNeighborsClassifier,Benzos,99,6,7,32,11,3,21,5,4
2276,KNeighborsClassifier,Benzos,99,8,5,39,3,4,23,1,6
2277,KNeighborsClassifier,Benzos,99,7,6,38,6,2,16,7,6
2278,KNeighborsClassifier,Benzos,103,4,5,33,8,5,17,5,7
2279,KNeighborsClassifier,Benzos,103,5,3,33,6,7,20,3,7
2280,KNeighborsClassifier,Caff,0,0,4,0,0,8,0,0,176
2281,KNeighborsClassifier,Caff,0,0,4,0,0,8,0,0,176
2282,KNeighborsClassifier,Caff,0,0,4,0,0,8,0,0,176
2283,KNeighborsClassifier,Caff,0,0,4,0,0,8,0,0,176
2284,KNeighborsClassifier,Caff,0,0,4,0,0,8,0,0,176
2285,KNeighborsClassifier,Caff,0,0,4,0,0,8,0,0,176
2286,KNeighborsClassifier,Caff,0,0,4,0,0,8,0,0,176
2287,KNeighborsClassifier,Caff,0,0,3,0,0,9,0,0,175
2288,KNeighborsClassifier,Caff,0,0,3,0,0,9,0,0,175
2289,KNeighborsClassifier,Caff,0,0,3,0,0,9,0,0,175
2290,KNeighborsClassifier,Caff,0,0,4,0,0,8,1,0,175
2291,KNeighborsClassifier,Caff,0,0,4,0,0,8,0,0,176
2292,KNeighborsClassifier,Caff,0,0,4,0,0,8,0,0,176
2293,KNeighborsClassifier,Caff,0,0,4,0,0,8,0,0,176
2294,KNeighborsClassifier,Caff,0,0,4,0,0,8,0,0,176
2295,KNeighborsClassifier,Caff,0,0,4,0,0,8,0,0,176
2296,KNeighborsClassifier,Caff,0,0,4,0,0,8,0,0,176
2297,KNeighborsClassifier,Caff,0,0,3,0,0,9,0,0,175
2298,KNeighborsClassifier,Caff,0,0,3,0,0,9,0,0,175
2299,KNeighborsClassifier,Caff,0,0,3,0,0,9,0,0,175
2300,KNeighborsClassifier,Caff,0,0,4,0,0,8,0,0,176
2301,KNeighborsClassifier,Caff,0,0,4,0,0,8,0,0,176
2302,KNeighborsClassifier,Caff,0,0,4,0,0,8,0,0,176
2303,KNeighborsClassifier,Caff,0,0,4,0,0,8,0,0,176
2304,KNeighborsClassifier,Caff,0,0,4,0,0,8,0,0,176
2305,KNeighborsClassifier,Caff,0,0,4,0,0,8,0,0,176
2306,KNeighborsClassifier,Caff,0,0,4,0,0,8,0,0,176
2307,KNeighborsClassifier,Caff,0,0,3,0,0,9,0,0,175
2308,KNeighborsClassifier,Caff,0,0,3,0,0,9,0,0,175
2309,KNeighborsClassifier,Caff,0,0,3,0,0,9,0,0,175
2310,KNeighborsClassifier,Cannabis,47,10,5,16,13,18,15,6,58
2311,KNeighborsClassifier,Cannabis,45,10,7,24,12,12,7,5,66
2312,KNeighborsClassifier,Cannabis,49,6,7,21,12,15,16,10,52
2313,KNeighborsClassifier,Cannabis,43,14,5,19,12,17,7,16,55
2314,KNeighborsClassifier,Cannabis,48,8,6,17,10,21,11,8,59
2315,KNeighborsClassifier,Cannabis,49,8,5,23,7,18,11,12,55
2316,KNeighborsClassifier,Cannabis,51,7,4,20,11,17,17,8,53
2317,KNeighborsClassifier,Cannabis,47,11,4,14,10,23,14,6,58
2318,KNeighborsClassifier,Cannabis,46,9,7,17,12,18,8,3,67
2319,KNeighborsClassifier,Cannabis,39,16,7,20,5,22,7,15,56
2320,KNeighborsClassifier,Cannabis,47,8,7,20,14,13,10,9,60
2321,KNeighborsClassifier,Cannabis,47,9,6,21,11,16,15,9,54
2322,KNeighborsClassifier,Cannabis,52,6,4,14,10,24,10,14,54
2323,KNeighborsClassifier,Cannabis,50,9,3,17,10,21,11,8,59
2324,KNeighborsClassifier,Cannabis,46,11,5,14,14,20,12,5,61
2325,KNeighborsClassifier,Cannabis,50,6,6,17,9,22,8,10,60
2326,KNeighborsClassifier,Cannabis,45,10,7,20,11,17,9,7,62
2327,KNeighborsClassifier,Cannabis,52,7,3,18,12,17,9,14,55
2328,KNeighborsClassifier,Cannabis,43,12,7,24,11,12,12,17,49
2329,KNeighborsClassifier,Cannabis,45,13,4,19,13,15,12,8,58
2330,KNeighborsClassifier,Cannabis,47,11,4,20,9,18,14,8,57
2331,KNeighborsClassifier,Cannabis,49,7,6,23,10,15,11,11,56
2332,KNeighborsClassifier,Cannabis,41,14,7,16,15,17,13,10,55
2333,KNeighborsClassifier,Cannabis,50,5,7,14,14,20,5,13,60
2334,KNeighborsClassifier,Cannabis,50,8,4,25,11,12,8,5,65
2335,KNeighborsClassifier,Cannabis,54,7,1,19,13,16,15,6,57
2336,KNeighborsClassifier,Cannabis,48,8,6,20,10,18,16,6,56
2337,KNeighborsClassifier,Cannabis,47,8,7,15,8,24,14,12,52
2338,KNeighborsClassifier,Cannabis,52,3,7,16,9,22,11,10,57
2339,KNeighborsClassifier,Cannabis,39,18,5,14,10,23,6,10,62
2340,KNeighborsClassifier,Choc,0,0,4,0,0,6,0,0,178
2341,KNeighborsClassifier,Choc,0,0,4,0,0,6,0,0,178
2342,KNeighborsClassifier,Choc,0,0,4,0,0,6,0,0,178
2343,KNeighborsClassifier,Choc,0,0,4,0,0,6,0,0,178
2344,KNeighborsClassifier,Choc,0,0,3,0,0,7,0,0,178
2345,KNeighborsClassifier,Choc,0,0,3,0,0,7,0,0,178
2346,KNeighborsClassifier,Choc,0,0,3,0,0,7,0,0,178
2347,KNeighborsClassifier,Choc,0,0,3,0,0,6,0,0,178
2348,KNeighborsClassifier,Choc,0,0,3,0,0,6,0,0,178
2349,KNeighborsClassifier,Choc,0,0,3,0,0,6,0,0,178
2350,KNeighborsClassifier,Choc,0,0,4,0,0,6,0,0,178
2351,KNeighborsClassifier,Choc,0,0,4,0,0,6,0,0,178
2352,KNeighborsClassifier,Choc,0,0,4,0,0,6,0,0,178
2353,KNeighborsClassifier,Choc,0,0,4,0,0,6,0,0,178
2354,KNeighborsClassifier,Choc,0,0,3,0,0,7,0,0,178
2355,KNeighborsClassifier,Choc,0,0,3,0,0,7,0,0,178
2356,KNeighborsClassifier,Choc,0,0,3,0,0,7,0,0,178
2357,KNeighborsClassifier,Choc,0,0,3,0,0,6,0,0,178
2358,KNeighborsClassifier,Choc,0,0,3,0,0,6,0,0,178
2359,KNeighborsClassifier,Choc,0,0,3,0,0,6,0,0,178
2360,KNeighborsClassifier,Choc,0,0,4,0,0,6,0,0,178
2361,KNeighborsClassifier,Choc,0,0,4,0,0,6,0,0,178
2362,KNeighborsClassifier,Choc,0,0,4,0,0,6,0,0,178
2363,KNeighborsClassifier,Choc,0,0,4,0,0,6,0,0,178
2364,KNeighborsClassifier,Choc,0,0,3,0,0,7,0,0,178
2365,KNeighborsClassifier,Choc,0,0,3,0,0,7,0,0,178
2366,KNeighborsClassifier,Choc,0,0,3,0,0,7,0,0,178
2367,KNeighborsClassifier,Choc,0,0,3,0,0,6,0,0,178
2368,KNeighborsClassifier,Choc,0,0,3,0,0,6,0,0,178
2369,KNeighborsClassifier,Choc,0,0,3,0,0,6,0,0,178
2370,KNeighborsClassifier,Coke,107,13,0,42,9,1,9,7,0
2371,KNeighborsClassifier,Coke,111,9,0,41,11,0,9,7,0
2372,KNeighborsClassifier,Coke,109,11,0,37,15,0,6,8,2
2373,KNeighborsClassifier,Coke,101,18,1,38,13,1,10,5,1
2374,KNeighborsClassifier,Coke,106,13,1,39,11,2,11,5,0
2375,KNeighborsClassifier,Coke,109,8,3,40,12,0,8,7,1
2376,KNeighborsClassifier,Coke,112,7,0,37,14,2,13,3,0
2377,KNeighborsClassifier,Coke,104,15,0,41,12,0,8,6,1
2378,KNeighborsClassifier,Coke,107,12,0,37,16,0,10,4,1
2379,KNeighborsClassifier,Coke,108,11,0,44,9,0,11,4,0
2380,KNeighborsClassifier,Coke,109,11,0,34,18,0,12,4,0
2381,KNeighborsClassifier,Coke,102,16,2,37,15,0,9,4,3
2382,KNeighborsClassifier,Coke,108,12,0,40,11,1,11,5,0
2383,KNeighborsClassifier,Coke,109,10,1,39,12,1,9,7,0
2384,KNeighborsClassifier,Coke,110,10,0,41,11,0,14,2,0
2385,KNeighborsClassifier,Coke,105,14,1,33,18,1,10,5,1
2386,KNeighborsClassifier,Coke,104,15,0,43,10,0,9,6,1
2387,KNeighborsClassifier,Coke,108,11,0,34,18,1,9,6,0
2388,KNeighborsClassifier,Coke,107,12,0,44,9,0,8,6,1
2389,KNeighborsClassifier,Coke,102,15,2,37,15,1,12,3,0
2390,KNeighborsClassifier,Coke,106,14,0,38,13,1,12,4,0
2391,KNeighborsClassifier,Coke,110,10,0,39,13,0,9,7,0
2392,KNeighborsClassifier,Coke,110,10,0,36,16,0,12,4,0
2393,KNeighborsClassifier,Coke,99,19,2,35,17,0,9,7,0
2394,KNeighborsClassifier,Coke,100,20,0,36,15,1,9,7,0
2395,KNeighborsClassifier,Coke,109,11,0,44,8,0,12,4,0
2396,KNeighborsClassifier,Coke,106,13,0,37,16,0,7,9,0
2397,KNeighborsClassifier,Coke,106,10,3,42,10,1,10,5,0
2398,KNeighborsClassifier,Coke,112,7,0,37,15,1,9,3,3
2399,KNeighborsClassifier,Coke,108,11,0,40,12,1,12,1,2
2400,KNeighborsClassifier,Crack,169,0,0,17,0,0,2,0,0
2401,KNeighborsClassifier,Crack,169,0,0,17,0,0,2,0,0
2402,KNeighborsClassifier,Crack,169,0,0,17,0,0,2,0,0
2403,KNeighborsClassifier,Crack,168,1,0,17,0,0,2,0,0
2404,KNeighborsClassifier,Crack,168,1,0,17,0,0,2,0,0
2405,KNeighborsClassifier,Crack,168,1,0,17,0,0,2,0,0
2406,KNeighborsClassifier,Crack,169,0,0,17,0,0,2,0,0
2407,KNeighborsClassifier,Crack,169,0,0,16,0,0,2,0,0
2408,KNeighborsClassifier,Crack,169,0,0,16,0,0,2,0,0
2409,KNeighborsClassifier,Crack,168,0,0,17,0,0,2,0,0
2410,KNeighborsClassifier,Crack,168,1,0,17,0,0,2,0,0
2411,KNeighborsClassifier,Crack,169,0,0,17,0,0,2,0,0
2412,KNeighborsClassifier,Crack,169,0,0,17,0,0,2,0,0
2413,KNeighborsClassifier,Crack,169,0,0,17,0,0,2,0,0
2414,KNeighborsClassifier,Crack,169,0,0,17,0,0,2,0,0
2415,KNeighborsClassifier,Crack,169,0,0,17,0,0,2,0,0
2416,KNeighborsClassifier,Crack,169,0,0,17,0,0,2,0,0
2417,KNeighborsClassifier,Crack,168,1,0,16,0,0,2,0,0
2418,KNeighborsClassifier,Crack,169,0,0,16,0,0,2,0,0
2419,KNeighborsClassifier,Crack,168,0,0,17,0,0,2,0,0
2420,KNeighborsClassifier,Crack,169,0,0,17,0,0,2,0,0
2421,KNeighborsClassifier,Crack,169,0,0,17,0,0,2,0,0
2422,KNeighborsClassifier,Crack,169,0,0,17,0,0,2,0,0
2423,KNeighborsClassifier,Crack,169,0,0,17,0,0,2,0,0
2424,KNeighborsClassifier,Crack,169,0,0,17,0,0,2,0,0
2425,KNeighborsClassifier,Crack,169,0,0,17,0,0,2,0,0
2426,KNeighborsClassifier,Crack,169,0,0,17,0,0,2,0,0
2427,KNeighborsClassifier,Crack,168,1,0,16,0,0,2,0,0
2428,KNeighborsClassifier,Crack,169,0,0,16,0,0,2,0,0
2429,KNeighborsClassifier,Crack,168,0,0,17,0,0,2,0,0
2430,KNeighborsClassifier,Ecstasy,98,13,3,32,16,3,12,10,1
2431,KNeighborsClassifier,Ecstasy,91,19,4,26,24,1,7,12,4
2432,KNeighborsClassifier,Ecstasy,102,9,2,32,15,4,11,11,2
2433,KNeighborsClassifier,Ecstasy,98,13,2,27,20,4,12,9,3
2434,KNeighborsClassifier,Ecstasy,101,11,1,29,21,1,14,9,1
2435,KNeighborsClassifier,Ecstasy,94,18,1,30,21,0,12,7,5
2436,KNeighborsClassifier,Ecstasy,97,16,0,26,25,0,12,7,5
2437,KNeighborsClassifier,Ecstasy,92,19,2,23,22,5,13,9,2
2438,KNeighborsClassifier,Ecstasy,101,8,4,24,22,4,9,11,4
2439,KNeighborsClassifier,Ecstasy,96,15,2,27,22,1,12,9,3
2440,KNeighborsClassifier,Ecstasy,92,19,3,29,20,2,9,10,4
2441,KNeighborsClassifier,Ecstasy,100,13,1,27,19,5,15,7,1
2442,KNeighborsClassifier,Ecstasy,98,13,2,23,26,2,14,5,5
2443,KNeighborsClassifier,Ecstasy,98,14,1,31,19,1,13,9,2
2444,KNeighborsClassifier,Ecstasy,87,21,5,20,28,3,12,7,5
2445,KNeighborsClassifier,Ecstasy,96,15,2,30,18,3,10,12,2
2446,KNeighborsClassifier,Ecstasy,99,14,0,31,20,0,9,14,1
2447,KNeighborsClassifier,Ecstasy,102,9,2,30,16,4,11,13,0
2448,KNeighborsClassifier,Ecstasy,103,8,2,31,16,3,11,10,3
2449,KNeighborsClassifier,Ecstasy,93,16,4,29,18,3,9,15,0
2450,KNeighborsClassifier,Ecstasy,83,26,5,29,21,1,9,14,0
2451,KNeighborsClassifier,Ecstasy,104,9,1,29,20,2,11,10,2
2452,KNeighborsClassifier,Ecstasy,96,15,2,26,21,4,11,9,4
2453,KNeighborsClassifier,Ecstasy,92,20,1,24,23,4,9,14,1
2454,KNeighborsClassifier,Ecstasy,101,11,1,36,12,3,11,12,1
2455,KNeighborsClassifier,Ecstasy,95,16,2,30,18,3,6,12,6
2456,KNeighborsClassifier,Ecstasy,102,10,1,35,14,2,10,12,2
2457,KNeighborsClassifier,Ecstasy,98,14,1,21,27,2,10,14,0
2458,KNeighborsClassifier,Ecstasy,96,16,1,28,18,4,16,6,2
2459,KNeighborsClassifier,Ecstasy,102,9,2,22,26,2,15,7,2
2460,KNeighborsClassifier,Heroin,167,0,0,16,0,0,5,0,0
2461,KNeighborsClassifier,Heroin,164,3,0,16,0,0,5,0,0
2462,KNeighborsClassifier,Heroin,167,0,0,16,0,0,5,0,0
2463,KNeighborsClassifier,Heroin,166,1,0,16,0,0,5,0,0
2464,KNeighborsClassifier,Heroin,167,0,0,15,0,0,6,0,0
2465,KNeighborsClassifier,Heroin,163,4,0,15,0,0,5,1,0
2466,KNeighborsClassifier,Heroin,167,0,0,15,0,0,6,0,0
2467,KNeighborsClassifier,Heroin,167,0,0,15,0,0,5,0,0
2468,KNeighborsClassifier,Heroin,166,0,0,16,0,0,5,0,0
2469,KNeighborsClassifier,Heroin,166,0,0,16,0,0,5,0,0
2470,KNeighborsClassifier,Heroin,167,0,0,16,0,0,5,0,0
2471,KNeighborsClassifier,Heroin,166,1,0,16,0,0,5,0,0
2472,KNeighborsClassifier,Heroin,165,2,0,16,0,0,5,0,0
2473,KNeighborsClassifier,Heroin,167,0,0,16,0,0,5,0,0
2474,KNeighborsClassifier,Heroin,166,1,0,15,0,0,6,0,0
2475,KNeighborsClassifier,Heroin,167,0,0,15,0,0,6,0,0
2476,KNeighborsClassifier,Heroin,167,0,0,15,0,0,6,0,0
2477,KNeighborsClassifier,Heroin,167,0,0,15,0,0,5,0,0
2478,KNeighborsClassifier,Heroin,166,0,0,16,0,0,5,0,0
2479,KNeighborsClassifier,Heroin,166,0,0,16,0,0,5,0,0
2480,KNeighborsClassifier,Heroin,167,0,0,16,0,0,5,0,0
2481,KNeighborsClassifier,Heroin,167,0,0,16,0,0,5,0,0
2482,KNeighborsClassifier,Heroin,167,0,0,16,0,0,5,0,0
2483,KNeighborsClassifier,Heroin,167,0,0,16,0,0,5,0,0
2484,KNeighborsClassifier,Heroin,167,0,0,15,0,0,6,0,0
2485,KNeighborsClassifier,Heroin,167,0,0,15,0,0,5,1,0
2486,KNeighborsClassifier,Heroin,167,0,0,14,1,0,6,0,0
2487,KNeighborsClassifier,Heroin,167,0,0,15,0,0,5,0,0
2488,KNeighborsClassifier,Heroin,165,1,0,16,0,0,5,0,0
2489,KNeighborsClassifier,Heroin,166,0,0,16,0,0,5,0,0
2490,KNeighborsClassifier,Ketamine,152,2,0,26,0,0,7,1,0
2491,KNeighborsClassifier,Ketamine,149,4,0,25,2,0,8,0,0
2492,KNeighborsClassifier,Ketamine,153,0,0,25,2,0,8,0,0
2493,KNeighborsClassifier,Ketamine,150,3,0,26,1,0,8,0,0
2494,KNeighborsClassifier,Ketamine,150,3,0,25,1,1,8,0,0
2495,KNeighborsClassifier,Ketamine,152,1,0,26,1,0,8,0,0
2496,KNeighborsClassifier,Ketamine,152,1,0,26,1,0,8,0,0
2497,KNeighborsClassifier,Ketamine,152,1,0,27,0,0,7,0,0
2498,KNeighborsClassifier,Ketamine,151,2,0,26,1,0,7,0,0
2499,KNeighborsClassifier,Ketamine,153,0,0,27,0,0,7,0,0
2500,KNeighborsClassifier,Ketamine,153,1,0,24,2,0,8,0,0
2501,KNeighborsClassifier,Ketamine,151,2,0,25,2,0,8,0,0
2502,KNeighborsClassifier,Ketamine,152,1,0,26,1,0,8,0,0
2503,KNeighborsClassifier,Ketamine,152,1,0,26,1,0,8,0,0
2504,KNeighborsClassifier,Ketamine,151,2,0,25,2,0,8,0,0
2505,KNeighborsClassifier,Ketamine,152,1,0,27,0,0,8,0,0
2506,KNeighborsClassifier,Ketamine,153,0,0,27,0,0,8,0,0
2507,KNeighborsClassifier,Ketamine,151,2,0,25,2,0,7,0,0
2508,KNeighborsClassifier,Ketamine,152,1,0,27,0,0,7,0,0
2509,KNeighborsClassifier,Ketamine,151,2,0,26,1,0,7,0,0
2510,KNeighborsClassifier,Ketamine,151,3,0,25,1,0,8,0,0
2511,KNeighborsClassifier,Ketamine,151,2,0,26,1,0,8,0,0
2512,KNeighborsClassifier,Ketamine,152,1,0,26,1,0,8,0,0
2513,KNeighborsClassifier,Ketamine,152,1,0,27,0,0,7,1,0
2514,KNeighborsClassifier,Ketamine,153,0,0,27,0,0,8,0,0
2515,KNeighborsClassifier,Ketamine,149,4,0,26,1,0,8,0,0
2516,KNeighborsClassifier,Ketamine,153,0,0,26,1,0,8,0,0
2517,KNeighborsClassifier,Ketamine,152,1,0,23,4,0,7,0,0
2518,KNeighborsClassifier,Ketamine,153,0,0,25,2,0,7,0,0
2519,KNeighborsClassifier,Ketamine,152,1,0,26,1,0,7,0,0
2520,KNeighborsClassifier,Legalh,100,12,1,20,28,3,5,14,5
2521,KNeighborsClassifier,Legalh,107,5,0,19,30,3,8,14,2
2522,KNeighborsClassifier,Legalh,98,13,1,20,28,4,8,15,1
2523,KNeighborsClassifier,Legalh,101,9,2,17,31,4,6,14,4
2524,KNeighborsClassifier,Legalh,101,9,2,24,24,4,7,16,1
2525,KNeighborsClassifier,Legalh,96,13,3,28,21,3,7,17,0
2526,KNeighborsClassifier,Legalh,98,12,2,19,29,4,9,15,0
2527,KNeighborsClassifier,Legalh,100,10,2,24,22,5,12,11,1
2528,KNeighborsClassifier,Legalh,96,16,0,23,22,6,9,12,3
2529,KNeighborsClassifier,Legalh,92,17,3,24,20,7,10,11,3
2530,KNeighborsClassifier,Legalh,97,11,5,28,21,2,10,13,1
2531,KNeighborsClassifier,Legalh,100,11,1,24,25,3,9,15,0
2532,KNeighborsClassifier,Legalh,98,13,1,21,27,4,8,14,2
2533,KNeighborsClassifier,Legalh,97,13,2,20,28,4,6,17,1
2534,KNeighborsClassifier,Legalh,99,11,2,25,25,2,10,12,2
2535,KNeighborsClassifier,Legalh,99,13,0,24,24,4,9,12,3
2536,KNeighborsClassifier,Legalh,99,11,2,21,23,8,11,9,4
2537,KNeighborsClassifier,Legalh,98,12,2,21,27,3,2,20,2
2538,KNeighborsClassifier,Legalh,97,13,2,22,25,4,6,14,4
2539,KNeighborsClassifier,Legalh,101,10,1,16,29,6,11,10,3
2540,KNeighborsClassifier,Legalh,101,11,1,21,22,8,5,17,2
2541,KNeighborsClassifier,Legalh,92,15,5,19,32,1,10,10,4
2542,KNeighborsClassifier,Legalh,96,15,1,24,26,2,8,13,3
2543,KNeighborsClassifier,Legalh,95,16,1,23,23,6,12,11,1
2544,KNeighborsClassifier,Legalh,97,15,0,23,27,2,6,15,3
2545,KNeighborsClassifier,Legalh,102,6,4,21,28,3,7,16,1
2546,KNeighborsClassifier,Legalh,96,12,4,22,24,6,8,13,3
2547,KNeighborsClassifier,Legalh,103,9,0,18,24,9,5,16,3
2548,KNeighborsClassifier,Legalh,100,11,1,27,20,4,4,18,2
2549,KNeighborsClassifier,Legalh,100,11,1,23,26,2,5,18,1
2550,KNeighborsClassifier,LSD,126,7,0,22,14,3,11,4,1
2551,KNeighborsClassifier,LSD,128,4,1,27,11,1,10,6,0
2552,KNeighborsClassifier,LSD,122,11,0,26,12,1,11,4,1
2553,KNeighborsClassifier,LSD,119,10,4,24,12,3,12,4,0
2554,KNeighborsClassifier,LSD,117,15,1,28,10,0,12,5,0
2555,KNeighborsClassifier,LSD,117,14,2,27,9,2,15,2,0
2556,KNeighborsClassifier,LSD,121,11,0,26,13,0,10,6,1
2557,KNeighborsClassifier,LSD,122,9,1,31,7,1,12,3,1
2558,KNeighborsClassifier,LSD,124,7,1,29,9,1,13,3,0
2559,KNeighborsClassifier,LSD,126,6,0,30,9,0,12,3,1
2560,KNeighborsClassifier,LSD,123,9,1,18,18,3,9,6,1
2561,KNeighborsClassifier,LSD,122,9,2,23,15,1,11,5,0
2562,KNeighborsClassifier,LSD,127,5,1,29,10,0,6,8,2
2563,KNeighborsClassifier,LSD,121,10,2,25,13,1,9,6,1
2564,KNeighborsClassifier,LSD,126,6,1,20,17,1,9,7,1
2565,KNeighborsClassifier,LSD,120,13,0,26,10,2,11,5,1
2566,KNeighborsClassifier,LSD,128,4,0,30,9,0,15,2,0
2567,KNeighborsClassifier,LSD,117,14,1,26,12,1,14,1,1
2568,KNeighborsClassifier,LSD,121,10,1,29,8,2,14,2,0
2569,KNeighborsClassifier,LSD,120,12,0,29,8,2,12,3,1
2570,KNeighborsClassifier,LSD,121,9,3,27,10,2,8,7,1
2571,KNeighborsClassifier,LSD,120,11,2,32,6,1,11,3,2
2572,KNeighborsClassifier,LSD,121,11,1,27,12,0,16,0,0
2573,KNeighborsClassifier,LSD,121,10,2,24,13,2,13,3,0
2574,KNeighborsClassifier,LSD,126,7,0,33,5,0,12,3,2
2575,KNeighborsClassifier,LSD,128,4,1,27,7,4,12,4,1
2576,KNeighborsClassifier,LSD,121,10,1,33,6,0,13,4,0
2577,KNeighborsClassifier,LSD,121,11,0,25,14,0,11,5,0
2578,KNeighborsClassifier,LSD,124,7,1,27,11,1,10,5,1
2579,KNeighborsClassifier,LSD,121,10,1,24,14,1,11,4,1
2580,KNeighborsClassifier,Meth,143,2,2,24,0,0,14,1,2
2581,KNeighborsClassifier,Meth,138,5,4,22,1,1,15,1,1
2582,KNeighborsClassifier,Meth,142,2,3,23,1,0,16,1,0
2583,KNeighborsClassifier,Meth,142,2,2,24,1,0,16,0,1
2584,KNeighborsClassifier,Meth,145,1,0,24,1,0,15,2,0
2585,KNeighborsClassifier,Meth,145,0,1,23,2,0,15,0,2
2586,KNeighborsClassifier,Meth,144,2,0,22,2,0,17,1,0
2587,KNeighborsClassifier,Meth,145,0,1,23,1,0,13,2,2
2588,KNeighborsClassifier,Meth,146,0,0,21,2,1,17,0,0
2589,KNeighborsClassifier,Meth,143,1,2,22,2,0,16,0,1
2590,KNeighborsClassifier,Meth,144,1,2,23,1,0,16,1,0
2591,KNeighborsClassifier,Meth,146,0,1,23,1,0,16,0,1
2592,KNeighborsClassifier,Meth,141,4,2,22,2,0,15,2,0
2593,KNeighborsClassifier,Meth,144,2,0,21,3,1,13,2,2
2594,KNeighborsClassifier,Meth,144,2,0,22,1,2,12,1,4
2595,KNeighborsClassifier,Meth,141,3,2,21,4,0,15,0,2
2596,KNeighborsClassifier,Meth,146,0,0,22,2,0,18,0,0
2597,KNeighborsClassifier,Meth,142,1,3,23,1,0,17,0,0
2598,KNeighborsClassifier,Meth,143,3,0,23,0,1,17,0,0
2599,KNeighborsClassifier,Meth,142,4,0,24,0,0,14,2,1
2600,KNeighborsClassifier,Meth,141,2,4,23,1,0,15,2,0
2601,KNeighborsClassifier,Meth,143,1,3,23,0,1,17,0,0
2602,KNeighborsClassifier,Meth,142,4,1,22,1,1,14,2,1
2603,KNeighborsClassifier,Meth,144,1,1,25,0,0,15,0,2
2604,KNeighborsClassifier,Meth,146,0,0,23,1,1,16,0,1
2605,KNeighborsClassifier,Meth,145,0,1,20,4,1,14,3,0
2606,KNeighborsClassifier,Meth,145,1,0,20,3,1,15,2,1
2607,KNeighborsClassifier,Meth,144,1,1,23,1,0,15,1,1
2608,KNeighborsClassifier,Meth,143,0,3,22,2,0,17,0,0
2609,KNeighborsClassifier,Meth,144,1,1,22,1,1,16,0,1
2610,KNeighborsClassifier,Mushrooms,102,17,0,30,24,0,6,8,1
2611,KNeighborsClassifier,Mushrooms,106,13,0,31,21,1,6,10,0
2612,KNeighborsClassifier,Mushrooms,98,21,0,22,29,2,10,5,1
2613,KNeighborsClassifier,Mushrooms,100,16,3,31,21,1,7,8,1
2614,KNeighborsClassifier,Mushrooms,96,22,1,25,26,2,4,11,1
2615,KNeighborsClassifier,Mushrooms,97,20,2,34,16,3,6,8,2
2616,KNeighborsClassifier,Mushrooms,97,22,0,30,22,1,6,9,1
2617,KNeighborsClassifier,Mushrooms,102,17,0,29,24,0,5,9,1
2618,KNeighborsClassifier,Mushrooms,101,18,0,33,20,0,4,9,2
2619,KNeighborsClassifier,Mushrooms,103,16,0,24,27,2,5,7,3
2620,KNeighborsClassifier,Mushrooms,100,19,0,22,30,2,3,10,2
2621,KNeighborsClassifier,Mushrooms,99,19,1,28,22,3,9,7,0
2622,KNeighborsClassifier,Mushrooms,99,19,1,33,17,3,3,11,2
2623,KNeighborsClassifier,Mushrooms,93,24,2,32,21,0,8,8,0
2624,KNeighborsClassifier,Mushrooms,101,17,1,30,22,1,7,6,3
2625,KNeighborsClassifier,Mushrooms,98,20,1,30,23,0,9,6,1
2626,KNeighborsClassifier,Mushrooms,103,15,1,30,22,1,9,6,1
2627,KNeighborsClassifier,Mushrooms,101,17,1,31,20,2,4,11,0
2628,KNeighborsClassifier,Mushrooms,101,17,1,33,17,3,9,6,0
2629,KNeighborsClassifier,Mushrooms,102,17,0,28,24,1,8,6,1
2630,KNeighborsClassifier,Mushrooms,103,16,0,29,24,1,7,8,0
2631,KNeighborsClassifier,Mushrooms,103,15,1,29,24,0,5,9,2
2632,KNeighborsClassifier,Mushrooms,99,19,1,28,25,0,10,5,1
2633,KNeighborsClassifier,Mushrooms,96,23,0,29,23,1,6,9,1
2634,KNeighborsClassifier,Mushrooms,103,14,2,34,18,1,2,13,1
2635,KNeighborsClassifier,Mushrooms,96,22,1,26,27,0,8,8,0
2636,KNeighborsClassifier,Mushrooms,92,26,1,25,25,3,5,10,1
2637,KNeighborsClassifier,Mushrooms,104,14,1,28,23,2,8,6,1
2638,KNeighborsClassifier,Mushrooms,104,14,1,27,24,2,5,8,2
2639,KNeighborsClassifier,Mushrooms,97,21,1,28,21,4,5,9,1
2640,KNeighborsClassifier,Nicotine,42,2,18,13,2,24,23,6,58
2641,KNeighborsClassifier,Nicotine,41,2,19,9,9,21,28,6,53
