,Model,Substância,cm_0,cm_1,cm_2,cm_3
104,NearestCentroid,Benzos,79,33,25,51
105,NearestCentroid,Benzos,80,32,19,57
106,NearestCentroid,Benzos,72,40,26,50
107,NearestCentroid,Benzos,68,43,32,44
108,NearestCentroid,Benzos,75,36,22,54
109,NearestCentroid,Benzos,75,36,23,53
110,NearestCentroid,Benzos,77,34,25,52
111,NearestCentroid,Benzos,75,36,22,55
112,NearestCentroid,Benzos,73,39,23,53
113,NearestCentroid,Benzos,76,36,30,46
114,NearestCentroid,Benzos,73,39,24,52
115,NearestCentroid,Benzos,72,40,18,58
116,NearestCentroid,Benzos,68,44,25,51
117,NearestCentroid,Benzos,77,34,31,45
118,NearestCentroid,Benzos,71,40,18,58
119,NearestCentroid,Benzos,67,44,30,46
120,NearestCentroid,Caff,4,0,68,116
121,NearestCentroid,Caff,2,2,58,126
122,NearestCentroid,Caff,2,2,55,129
123,NearestCentroid,Caff,4,0,73,111
124,NearestCentroid,Caff,0,4,64,120
125,NearestCentroid,Caff,4,0,64,120
126,NearestCentroid,Caff,2,2,55,129
127,NearestCentroid,Caff,3,0,78,106
128,NearestCentroid,Caff,2,1,66,118
129,NearestCentroid,Caff,2,1,68,116
130,NearestCentroid,Caff,2,2,66,118
131,NearestCentroid,Caff,2,2,60,124
132,NearestCentroid,Caff,3,1,67,117
133,NearestCentroid,Caff,2,2,68,116
134,NearestCentroid,Caff,3,1,62,122
135,NearestCentroid,Caff,3,1,60,124
136,NearestCentroid,Caff,3,1,56,128
137,NearestCentroid,Caff,3,0,73,111
138,NearestCentroid,Caff,2,1,70,114
139,NearestCentroid,Caff,3,0,68,116
140,NearestCentroid,Caff,3,1,62,122
141,NearestCentroid,Caff,4,0,61,123
142,NearestCentroid,Caff,1,3,73,111
143,NearestCentroid,Caff,1,3,60,124
144,NearestCentroid,Caff,4,0,64,120
145,NearestCentroid,Caff,4,0,57,127
146,NearestCentroid,Caff,4,0,69,115
147,NearestCentroid,Caff,3,0,68,116
148,NearestCentroid,Caff,2,1,73,111
149,NearestCentroid,Caff,2,1,53,131
150,NearestCentroid,Cannabis,44,18,28,98
151,NearestCentroid,Cannabis,53,9,20,106
152,NearestCentroid,Cannabis,51,11,36,90
153,NearestCentroid,Cannabis,45,17,32,94
154,NearestCentroid,Cannabis,52,10,29,97
155,NearestCentroid,Cannabis,53,9,38,88
156,NearestCentroid,Cannabis,50,12,31,95
157,NearestCentroid,Cannabis,45,17,29,96
158,NearestCentroid,Cannabis,45,17,29,96
159,NearestCentroid,Cannabis,46,16,26,99
160,NearestCentroid,Cannabis,49,13,29,97
161,NearestCentroid,Cannabis,55,7,34,92
162,NearestCentroid,Cannabis,49,13,30,96
163,NearestCentroid,Cannabis,46,16,35,91
164,NearestCentroid,Cannabis,52,10,35,91
165,NearestCentroid,Cannabis,48,14,30,96
166,NearestCentroid,Cannabis,50,12,24,102
167,NearestCentroid,Cannabis,48,14,34,91
168,NearestCentroid,Cannabis,45,17,29,96
169,NearestCentroid,Cannabis,49,13,23,102
170,NearestCentroid,Cannabis,52,10,35,91
171,NearestCentroid,Cannabis,50,12,26,100
172,NearestCentroid,Cannabis,45,17,31,95
173,NearestCentroid,Cannabis,49,13,29,97
174,NearestCentroid,Cannabis,46,16,27,99
175,NearestCentroid,Cannabis,47,15,27,99
176,NearestCentroid,Cannabis,48,14,30,96
177,NearestCentroid,Cannabis,48,14,38,87
178,NearestCentroid,Cannabis,49,13,29,96
179,NearestCentroid,Cannabis,47,15,32,93
180,NearestCentroid,Choc,0,3,78,107
181,NearestCentroid,Choc,0,3,69,116
182,NearestCentroid,Choc,2,1,76,109
183,NearestCentroid,Choc,2,2,73,111
184,NearestCentroid,Choc,2,2,77,107
185,NearestCentroid,Choc,3,1,93,91
186,NearestCentroid,Choc,2,2,78,106
187,NearestCentroid,Choc,1,2,73,111
188,NearestCentroid,Choc,2,1,73,111
189,NearestCentroid,Choc,0,3,74,110
190,NearestCentroid,Choc,0,3,72,113
191,NearestCentroid,Choc,2,1,79,106
192,NearestCentroid,Choc,0,3,70,115
193,NearestCentroid,Choc,1,3,64,120
194,NearestCentroid,Choc,3,1,88,96
195,NearestCentroid,Choc,2,2,73,111
196,NearestCentroid,Choc,2,2,81,103
197,NearestCentroid,Choc,1,2,75,109
198,NearestCentroid,Choc,1,2,88,96
199,NearestCentroid,Choc,1,2,68,116
200,NearestCentroid,Choc,1,2,70,115
201,NearestCentroid,Choc,1,2,67,118
202,NearestCentroid,Choc,0,3,84,101
203,NearestCentroid,Choc,1,3,72,112
204,NearestCentroid,Choc,3,1,70,114
205,NearestCentroid,Choc,2,2,78,106
206,NearestCentroid,Choc,1,3,76,108
207,NearestCentroid,Choc,2,1,77,107
208,NearestCentroid,Choc,1,2,88,96
209,NearestCentroid,Choc,2,1,85,99
210,NearestCentroid,Coke,77,43,18,50
211,NearestCentroid,Coke,82,38,27,41
212,NearestCentroid,Coke,85,35,22,46
213,NearestCentroid,Coke,74,46,19,49
214,NearestCentroid,Coke,80,40,22,46
215,NearestCentroid,Coke,76,44,19,49
216,NearestCentroid,Coke,77,42,22,47
217,NearestCentroid,Coke,83,36,16,52
218,NearestCentroid,Coke,78,41,22,46
219,NearestCentroid,Coke,77,42,20,48
220,NearestCentroid,Coke,80,40,19,49
221,NearestCentroid,Coke,84,36,15,53
222,NearestCentroid,Coke,85,35,26,42
223,NearestCentroid,Coke,72,48,18,50
224,NearestCentroid,Coke,77,43,17,51
225,NearestCentroid,Coke,82,38,20,48
226,NearestCentroid,Coke,73,46,21,48
227,NearestCentroid,Coke,78,41,26,42
228,NearestCentroid,Coke,78,41,21,47
229,NearestCentroid,Coke,80,39,24,44
230,NearestCentroid,Coke,73,47,12,56
231,NearestCentroid,Coke,86,34,22,46
232,NearestCentroid,Coke,77,43,19,49
233,NearestCentroid,Coke,74,46,24,44
234,NearestCentroid,Coke,73,47,25,43
235,NearestCentroid,Coke,81,39,19,49
236,NearestCentroid,Coke,78,41,19,50
237,NearestCentroid,Coke,89,30,25,43
238,NearestCentroid,Coke,78,41,18,50
239,NearestCentroid,Coke,83,36,20,48
240,NearestCentroid,Crack,108,61,3,16
241,NearestCentroid,Crack,114,55,4,15
242,NearestCentroid,Crack,110,59,8,11
243,NearestCentroid,Crack,101,68,8,11
244,NearestCentroid,Crack,110,59,5,14
245,NearestCentroid,Crack,103,66,4,15
246,NearestCentroid,Crack,103,66,7,12
247,NearestCentroid,Crack,110,59,6,12
248,NearestCentroid,Crack,105,64,4,14
249,NearestCentroid,Crack,107,61,11,8
250,NearestCentroid,Crack,116,53,7,12
251,NearestCentroid,Crack,105,64,8,11
252,NearestCentroid,Crack,105,64,7,12
253,NearestCentroid,Crack,100,69,9,10
254,NearestCentroid,Crack,102,67,5,14
255,NearestCentroid,Crack,105,64,2,17
256,NearestCentroid,Crack,113,56,7,12
257,NearestCentroid,Crack,118,51,2,16
258,NearestCentroid,Crack,100,69,10,8
259,NearestCentroid,Crack,105,63,5,14
260,NearestCentroid,Crack,117,52,5,14
261,NearestCentroid,Crack,109,60,6,13
262,NearestCentroid,Crack,94,75,4,15
263,NearestCentroid,Crack,96,73,8,11
264,NearestCentroid,Crack,109,60,6,13
265,NearestCentroid,Crack,112,57,4,15
266,NearestCentroid,Crack,114,55,12,7
267,NearestCentroid,Crack,111,58,7,11
268,NearestCentroid,Crack,100,69,6,12
269,NearestCentroid,Crack,108,60,3,16
270,NearestCentroid,Ecstasy,83,31,19,55
271,NearestCentroid,Ecstasy,90,24,19,55
272,NearestCentroid,Ecstasy,87,26,18,57
273,NearestCentroid,Ecstasy,82,31,23,52
274,NearestCentroid,Ecstasy,84,29,22,53
275,NearestCentroid,Ecstasy,76,37,13,62
276,NearestCentroid,Ecstasy,79,34,15,60
277,NearestCentroid,Ecstasy,75,38,18,56
278,NearestCentroid,Ecstasy,74,39,15,59
279,NearestCentroid,Ecstasy,88,25,20,54
280,NearestCentroid,Ecstasy,82,32,19,55
281,NearestCentroid,Ecstasy,80,34,17,57
282,NearestCentroid,Ecstasy,84,29,18,57
283,NearestCentroid,Ecstasy,80,33,21,54
284,NearestCentroid,Ecstasy,83,30,19,56
285,NearestCentroid,Ecstasy,77,36,19,56
286,NearestCentroid,Ecstasy,81,32,14,61
287,NearestCentroid,Ecstasy,82,31,16,58
288,NearestCentroid,Ecstasy,83,30,19,55
289,NearestCentroid,Ecstasy,82,31,20,54
290,NearestCentroid,Ecstasy,80,34,15,59
291,NearestCentroid,Ecstasy,91,23,24,50
292,NearestCentroid,Ecstasy,75,38,23,52
293,NearestCentroid,Ecstasy,80,33,14,61
294,NearestCentroid,Ecstasy,88,25,16,59
295,NearestCentroid,Ecstasy,77,36,18,57
296,NearestCentroid,Ecstasy,77,36,22,53
297,NearestCentroid,Ecstasy,81,32,16,58
298,NearestCentroid,Ecstasy,77,36,16,58
299,NearestCentroid,Ecstasy,87,26,18,56
300,NearestCentroid,Heroin,108,59,5,16
301,NearestCentroid,Heroin,119,48,6,15
302,NearestCentroid,Heroin,115,52,2,19
303,NearestCentroid,Heroin,108,59,6,15
304,NearestCentroid,Heroin,116,51,6,15
305,NearestCentroid,Heroin,116,51,7,14
306,NearestCentroid,Heroin,110,57,7,14
307,NearestCentroid,Heroin,100,67,7,13
308,NearestCentroid,Heroin,112,54,5,16
309,NearestCentroid,Heroin,114,52,6,15
310,NearestCentroid,Heroin,106,61,3,18
311,NearestCentroid,Heroin,111,56,7,14
312,NearestCentroid,Heroin,121,46,4,17
313,NearestCentroid,Heroin,108,59,5,16
314,NearestCentroid,Heroin,116,51,5,16
315,NearestCentroid,Heroin,117,50,4,17
316,NearestCentroid,Heroin,114,53,12,9
317,NearestCentroid,Heroin,115,52,5,15
318,NearestCentroid,Heroin,100,66,5,16
319,NearestCentroid,Heroin,103,63,7,14
320,NearestCentroid,Heroin,110,57,5,16
321,NearestCentroid,Heroin,117,50,6,15
322,NearestCentroid,Heroin,100,67,5,16
323,NearestCentroid,Heroin,111,56,8,13
324,NearestCentroid,Heroin,102,65,6,15
325,NearestCentroid,Heroin,117,50,8,13
326,NearestCentroid,Heroin,110,57,1,20
327,NearestCentroid,Heroin,115,52,6,14
328,NearestCentroid,Heroin,112,54,6,15
329,NearestCentroid,Heroin,116,50,5,16
330,NearestCentroid,Ketamine,97,57,11,23
331,NearestCentroid,Ketamine,94,59,8,27
332,NearestCentroid,Ketamine,92,61,5,30
333,NearestCentroid,Ketamine,107,46,11,24
334,NearestCentroid,Ketamine,94,59,12,23
335,NearestCentroid,Ketamine,93,60,12,23
336,NearestCentroid,Ketamine,103,50,9,26
337,NearestCentroid,Ketamine,107,46,13,21
338,NearestCentroid,Ketamine,103,50,11,23
339,NearestCentroid,Ketamine,100,53,12,22
340,NearestCentroid,Ketamine,97,57,7,27
341,NearestCentroid,Ketamine,103,50,7,28
342,NearestCentroid,Ketamine,112,41,6,29
343,NearestCentroid,Ketamine,93,60,13,22
344,NearestCentroid,Ketamine,102,51,13,22
345,NearestCentroid,Ketamine,95,58,14,21
346,NearestCentroid,Ketamine,84,69,15,20
347,NearestCentroid,Ketamine,96,57,11,23
348,NearestCentroid,Ketamine,107,46,10,24
349,NearestCentroid,Ketamine,103,50,12,22
350,NearestCentroid,Ketamine,96,58,6,28
351,NearestCentroid,Ketamine,99,54,10,25
352,NearestCentroid,Ketamine,101,52,7,28
353,NearestCentroid,Ketamine,99,54,15,20
354,NearestCentroid,Ketamine,103,50,12,23
355,NearestCentroid,Ketamine,97,56,11,24
356,NearestCentroid,Ketamine,93,60,18,17
357,NearestCentroid,Ketamine,97,56,9,25
358,NearestCentroid,Ketamine,92,61,9,25
359,NearestCentroid,Ketamine,111,42,8,26
360,NearestCentroid,Legalh,89,24,13,62
361,NearestCentroid,Legalh,83,29,15,61
362,NearestCentroid,Legalh,76,36,27,49
363,NearestCentroid,Legalh,91,21,11,65
364,NearestCentroid,Legalh,74,38,11,65
365,NearestCentroid,Legalh,89,23,13,63
366,NearestCentroid,Legalh,87,25,13,63
367,NearestCentroid,Legalh,89,23,17,58
368,NearestCentroid,Legalh,89,23,13,62
369,NearestCentroid,Legalh,79,33,16,59
370,NearestCentroid,Legalh,77,36,10,65
371,NearestCentroid,Legalh,78,34,18,58
372,NearestCentroid,Legalh,89,23,16,60
373,NearestCentroid,Legalh,82,30,9,67
374,NearestCentroid,Legalh,82,30,21,55
375,NearestCentroid,Legalh,94,18,13,63
376,NearestCentroid,Legalh,84,28,15,61
377,NearestCentroid,Legalh,84,28,16,59
378,NearestCentroid,Legalh,89,23,15,60
379,NearestCentroid,Legalh,88,24,16,59
380,NearestCentroid,Legalh,81,32,20,55
381,NearestCentroid,Legalh,80,32,11,65
382,NearestCentroid,Legalh,88,24,9,67
383,NearestCentroid,Legalh,79,33,16,60
384,NearestCentroid,Legalh,87,25,17,59
385,NearestCentroid,Legalh,92,20,15,61
386,NearestCentroid,Legalh,82,30,13,63
387,NearestCentroid,Legalh,82,30,14,61
388,NearestCentroid,Legalh,91,21,17,58
389,NearestCentroid,Legalh,85,27,15,60
390,NearestCentroid,LSD,95,38,16,39
391,NearestCentroid,LSD,96,37,12,43
392,NearestCentroid,LSD,91,42,6,49
393,NearestCentroid,LSD,92,41,15,40
394,NearestCentroid,LSD,93,40,12,43
395,NearestCentroid,LSD,97,36,5,50
396,NearestCentroid,LSD,94,38,16,40
397,NearestCentroid,LSD,90,42,11,44
398,NearestCentroid,LSD,96,36,11,44
399,NearestCentroid,LSD,95,37,15,40
400,NearestCentroid,LSD,100,33,14,41
401,NearestCentroid,LSD,91,42,19,36
402,NearestCentroid,LSD,106,27,13,42
403,NearestCentroid,LSD,94,39,11,44
404,NearestCentroid,LSD,94,39,7,48
405,NearestCentroid,LSD,105,28,11,44
406,NearestCentroid,LSD,84,48,12,44
407,NearestCentroid,LSD,96,36,9,46
408,NearestCentroid,LSD,85,47,11,44
409,NearestCentroid,LSD,89,43,12,43
410,NearestCentroid,LSD,89,44,16,39
411,NearestCentroid,LSD,95,38,3,52
412,NearestCentroid,LSD,101,32,11,44
413,NearestCentroid,LSD,96,37,13,42
414,NearestCentroid,LSD,91,42,10,45
415,NearestCentroid,LSD,103,30,14,41
416,NearestCentroid,LSD,85,47,13,43
417,NearestCentroid,LSD,89,43,11,44
418,NearestCentroid,LSD,91,41,11,44
419,NearestCentroid,LSD,104,28,17,38
420,NearestCentroid,Meth,101,46,8,33
421,NearestCentroid,Meth,106,41,10,31
422,NearestCentroid,Meth,98,49,8,33
423,NearestCentroid,Meth,93,53,14,28
424,NearestCentroid,Meth,101,45,18,24
425,NearestCentroid,Meth,98,48,15,27
426,NearestCentroid,Meth,91,55,13,29
427,NearestCentroid,Meth,102,44,14,27
428,NearestCentroid,Meth,100,46,8,33
429,NearestCentroid,Meth,96,50,12,29
430,NearestCentroid,Meth,99,48,13,28
431,NearestCentroid,Meth,96,51,18,23
432,NearestCentroid,Meth,91,56,13,28
433,NearestCentroid,Meth,108,38,12,30
434,NearestCentroid,Meth,91,55,10,32
435,NearestCentroid,Meth,95,51,9,33
436,NearestCentroid,Meth,101,45,10,32
437,NearestCentroid,Meth,103,43,12,29
438,NearestCentroid,Meth,98,48,6,35
439,NearestCentroid,Meth,106,40,17,24
440,NearestCentroid,Meth,96,51,14,27
441,NearestCentroid,Meth,85,62,15,26
442,NearestCentroid,Meth,107,40,9,32
443,NearestCentroid,Meth,109,37,13,29
444,NearestCentroid,Meth,96,50,10,32
445,NearestCentroid,Meth,90,56,9,33
446,NearestCentroid,Meth,104,42,14,28
447,NearestCentroid,Meth,93,53,9,32
448,NearestCentroid,Meth,102,44,10,31
449,NearestCentroid,Meth,104,42,16,25
450,NearestCentroid,Mushrooms,84,35,24,45
451,NearestCentroid,Mushrooms,85,34,22,47
452,NearestCentroid,Mushrooms,83,36,14,55
453,NearestCentroid,Mushrooms,87,32,15,54
454,NearestCentroid,Mushrooms,88,31,14,55
455,NearestCentroid,Mushrooms,85,34,11,58
456,NearestCentroid,Mushrooms,88,31,18,51
457,NearestCentroid,Mushrooms,85,34,13,55
458,NearestCentroid,Mushrooms,78,41,12,56
459,NearestCentroid,Mushrooms,87,32,20,48
460,NearestCentroid,Mushrooms,84,35,16,53
461,NearestCentroid,Mushrooms,86,33,14,55
462,NearestCentroid,Mushrooms,85,34,21,48
463,NearestCentroid,Mushrooms,91,28,19,50
464,NearestCentroid,Mushrooms,87,32,22,47
465,NearestCentroid,Mushrooms,86,33,5,64
466,NearestCentroid,Mushrooms,81,38,7,62
467,NearestCentroid,Mushrooms,91,28,21,47
468,NearestCentroid,Mushrooms,83,36,19,49
469,NearestCentroid,Mushrooms,76,43,18,50
470,NearestCentroid,Mushrooms,87,32,21,48
471,NearestCentroid,Mushrooms,77,42,17,52
472,NearestCentroid,Mushrooms,86,33,21,48
473,NearestCentroid,Mushrooms,95,24,19,50
474,NearestCentroid,Mushrooms,79,40,13,56
475,NearestCentroid,Mushrooms,92,27,15,54
476,NearestCentroid,Mushrooms,73,46,17,52
477,NearestCentroid,Mushrooms,80,39,13,55
478,NearestCentroid,Mushrooms,91,28,11,57
479,NearestCentroid,Mushrooms,87,32,15,53
480,NearestCentroid,Nicotine,44,18,35,91
481,NearestCentroid,Nicotine,39,23,35,91
482,NearestCentroid,Nicotine,44,18,51,75
483,NearestCentroid,Nicotine,43,19,42,84
484,NearestCentroid,Nicotine,44,18,41,85
485,NearestCentroid,Nicotine,43,19,33,93
486,NearestCentroid,Nicotine,44,19,44,81
487,NearestCentroid,Nicotine,42,20,39,86
488,NearestCentroid,Nicotine,42,20,41,84
489,NearestCentroid,Nicotine,42,20,35,90
490,NearestCentroid,Nicotine,38,24,41,85
491,NearestCentroid,Nicotine,41,21,44,82
492,NearestCentroid,Nicotine,44,18,40,86
493,NearestCentroid,Nicotine,37,25,47,79
494,NearestCentroid,Nicotine,48,14,34,92
495,NearestCentroid,Nicotine,34,28,34,92
496,NearestCentroid,Nicotine,46,17,38,87
497,NearestCentroid,Nicotine,44,18,43,82
498,NearestCentroid,Nicotine,45,17,36,89
499,NearestCentroid,Nicotine,49,13,37,88
500,NearestCentroid,Nicotine,39,23,44,82
501,NearestCentroid,Nicotine,42,20,35,91
502,NearestCentroid,Nicotine,46,16,44,82
503,NearestCentroid,Nicotine,43,19,32,94
504,NearestCentroid,Nicotine,45,17,35,91
505,NearestCentroid,Nicotine,45,17,40,86
506,NearestCentroid,Nicotine,44,19,36,89
507,NearestCentroid,Nicotine,41,21,40,85
508,NearestCentroid,Nicotine,39,23,50,75
509,NearestCentroid,Nicotine,42,20,39,86
510,NearestCentroid,VSA,112,54,3,19
511,NearestCentroid,VSA,127,38,4,19
512,NearestCentroid,VSA,112,53,4,19
513,NearestCentroid,VSA,118,47,9,14
514,NearestCentroid,VSA,114,51,3,20
515,NearestCentroid,VSA,128,37,9,14
516,NearestCentroid,VSA,111,54,2,21
517,NearestCentroid,VSA,117,48,3,19
518,NearestCentroid,VSA,117,48,2,20
519,NearestCentroid,VSA,97,68,3,19
520,NearestCentroid,VSA,121,45,4,18
521,NearestCentroid,VSA,120,45,3,20
522,NearestCentroid,VSA,119,46,4,19
523,NearestCentroid,VSA,109,56,5,18
524,NearestCentroid,VSA,104,61,5,18
525,NearestCentroid,VSA,113,52,5,18
526,NearestCentroid,VSA,111,54,7,16
527,NearestCentroid,VSA,118,47,4,18
528,NearestCentroid,VSA,125,40,2,20
529,NearestCentroid,VSA,111,54,5,17
530,NearestCentroid,VSA,107,59,5,17
531,NearestCentroid,VSA,111,54,4,19
532,NearestCentroid,VSA,109,56,6,17
533,NearestCentroid,VSA,120,45,2,21
534,NearestCentroid,VSA,123,42,5,18
535,NearestCentroid,VSA,118,47,3,20
536,NearestCentroid,VSA,123,42,7,16
537,NearestCentroid,VSA,111,54,3,19
538,NearestCentroid,VSA,109,56,3,19
539,NearestCentroid,VSA,118,47,5,17
540,GaussianNB,Alcohol,0,7,0,181
541,GaussianNB,Alcohol,0,7,0,181
542,GaussianNB,Alcohol,0,7,0,181
543,GaussianNB,Alcohol,0,7,0,181
544,GaussianNB,Alcohol,0,7,0,181
545,GaussianNB,Alcohol,0,7,0,181
546,GaussianNB,Alcohol,0,7,0,181
547,GaussianNB,Alcohol,0,6,0,181
548,GaussianNB,Alcohol,0,6,0,181
549,GaussianNB,Alcohol,0,6,0,181
550,GaussianNB,Alcohol,0,7,0,181
551,GaussianNB,Alcohol,0,7,0,181
552,GaussianNB,Alcohol,0,7,0,181
553,GaussianNB,Alcohol,0,7,0,181
554,GaussianNB,Alcohol,0,7,0,181
555,GaussianNB,Alcohol,0,7,0,181
556,GaussianNB,Alcohol,0,7,0,181
557,GaussianNB,Alcohol,0,6,0,181
558,GaussianNB,Alcohol,0,6,0,181
559,GaussianNB,Alcohol,0,6,0,181
560,GaussianNB,Alcohol,0,7,0,181
561,GaussianNB,Alcohol,0,7,0,181
562,GaussianNB,Alcohol,0,7,0,181
563,GaussianNB,Alcohol,0,7,0,181
564,GaussianNB,Alcohol,0,7,0,181
565,GaussianNB,Alcohol,0,7,0,181
566,GaussianNB,Alcohol,0,7,0,181
567,GaussianNB,Alcohol,0,6,0,181
568,GaussianNB,Alcohol,0,6,0,181
569,GaussianNB,Alcohol,0,6,0,181
570,GaussianNB,Amphet,95,25,33,35
571,GaussianNB,Amphet,92,28,28,40
572,GaussianNB,Amphet,100,20,31,37
573,GaussianNB,Amphet,94,26,32,36
574,GaussianNB,Amphet,93,28,27,40
575,GaussianNB,Amphet,90,31,25,42
576,GaussianNB,Amphet,96,25,26,41
577,GaussianNB,Amphet,96,24,27,40
578,GaussianNB,Amphet,98,22,30,37
579,GaussianNB,Amphet,100,20,34,33
580,GaussianNB,Amphet,89,31,24,44
581,GaussianNB,Amphet,94,26,23,45
582,GaussianNB,Amphet,97,23,27,41
583,GaussianNB,Amphet,96,24,34,34
584,GaussianNB,Amphet,95,26,35,32
585,GaussianNB,Amphet,98,23,27,40
586,GaussianNB,Amphet,107,14,28,39
587,GaussianNB,Amphet,101,19,33,34
588,GaussianNB,Amphet,97,23,35,32
589,GaussianNB,Amphet,90,30,32,35
590,GaussianNB,Amphet,91,29,25,43
591,GaussianNB,Amphet,90,30,38,30
592,GaussianNB,Amphet,105,15,26,42
593,GaussianNB,Amphet,89,31,35,33
594,GaussianNB,Amphet,94,27,28,39
595,GaussianNB,Amphet,98,23,24,43
596,GaussianNB,Amphet,99,22,29,38
597,GaussianNB,Amphet,96,24,27,40
598,GaussianNB,Amphet,99,21,33,34
599,GaussianNB,Amphet,98,22,32,35
600,GaussianNB,Amyl,151,0,37,0
601,GaussianNB,Amyl,151,0,37,0
602,GaussianNB,Amyl,151,0,37,0
603,GaussianNB,Amyl,151,0,37,0
604,GaussianNB,Amyl,149,2,37,0
605,GaussianNB,Amyl,150,1,37,0
606,GaussianNB,Amyl,150,1,37,0
607,GaussianNB,Amyl,151,0,36,0
608,GaussianNB,Amyl,151,0,36,0
609,GaussianNB,Amyl,150,0,37,0
610,GaussianNB,Amyl,151,0,37,0
611,GaussianNB,Amyl,151,0,37,0
612,GaussianNB,Amyl,151,0,37,0
613,GaussianNB,Amyl,151,0,37,0
614,GaussianNB,Amyl,151,0,37,0
615,GaussianNB,Amyl,151,0,37,0
616,GaussianNB,Amyl,151,0,37,0
617,GaussianNB,Amyl,151,0,36,0
618,GaussianNB,Amyl,151,0,36,0
619,GaussianNB,Amyl,150,0,37,0
620,GaussianNB,Amyl,151,0,37,0
621,GaussianNB,Amyl,148,3,37,0
622,GaussianNB,Amyl,151,0,37,0
623,GaussianNB,Amyl,151,0,37,0
624,GaussianNB,Amyl,151,0,37,0
625,GaussianNB,Amyl,151,0,37,0
626,GaussianNB,Amyl,151,0,37,0
627,GaussianNB,Amyl,151,0,36,0
628,GaussianNB,Amyl,151,0,36,0
629,GaussianNB,Amyl,150,0,37,0
630,GaussianNB,Benzos,84,27,26,51
631,GaussianNB,Benzos,89,22,42,35
632,GaussianNB,Benzos,91,21,38,38
633,GaussianNB,Benzos,92,20,36,40
634,GaussianNB,Benzos,86,26,43,33
635,GaussianNB,Benzos,88,24,40,36
636,GaussianNB,Benzos,91,21,33,43
637,GaussianNB,Benzos,80,31,36,40
638,GaussianNB,Benzos,90,21,40,36
639,GaussianNB,Benzos,96,15,39,37
640,GaussianNB,Benzos,90,21,40,37
641,GaussianNB,Benzos,93,18,34,43
642,GaussianNB,Benzos,90,22,35,41
643,GaussianNB,Benzos,82,30,35,41
644,GaussianNB,Benzos,87,25,41,35
645,GaussianNB,Benzos,95,17,38,38
646,GaussianNB,Benzos,81,31,41,35
647,GaussianNB,Benzos,89,22,37,39
648,GaussianNB,Benzos,89,22,35,41
649,GaussianNB,Benzos,89,22,30,46
650,GaussianNB,Benzos,95,16,42,35
651,GaussianNB,Benzos,85,26,38,39
652,GaussianNB,Benzos,87,25,34,42
653,GaussianNB,Benzos,94,18,37,39
654,GaussianNB,Benzos,87,25,37,39
655,GaussianNB,Benzos,82,30,37,39
656,GaussianNB,Benzos,87,25,30,46
657,GaussianNB,Benzos,88,23,33,43
658,GaussianNB,Benzos,89,22,40,36
659,GaussianNB,Benzos,89,22,41,35
660,GaussianNB,Caff,0,4,0,184
661,GaussianNB,Caff,0,4,0,184
662,GaussianNB,Caff,0,4,0,184
663,GaussianNB,Caff,0,4,0,184
664,GaussianNB,Caff,0,4,0,184
665,GaussianNB,Caff,0,4,0,184
666,GaussianNB,Caff,0,4,0,184
667,GaussianNB,Caff,0,3,0,184
668,GaussianNB,Caff,0,3,0,184
669,GaussianNB,Caff,0,3,0,184
670,GaussianNB,Caff,0,4,0,184
671,GaussianNB,Caff,0,4,0,184
672,GaussianNB,Caff,0,4,0,184
673,GaussianNB,Caff,0,4,0,184
674,GaussianNB,Caff,0,4,0,184
675,GaussianNB,Caff,0,4,0,184
676,GaussianNB,Caff,0,4,0,184
677,GaussianNB,Caff,0,3,0,184
678,GaussianNB,Caff,0,3,0,184
679,GaussianNB,Caff,0,3,0,184
680,GaussianNB,Caff,0,4,0,184
681,GaussianNB,Caff,0,4,0,184
682,GaussianNB,Caff,0,4,0,184
683,GaussianNB,Caff,0,4,0,184
684,GaussianNB,Caff,0,4,0,184
685,GaussianNB,Caff,0,4,0,184
686,GaussianNB,Caff,0,4,0,184
687,GaussianNB,Caff,0,3,0,184
688,GaussianNB,Caff,0,3,0,184
689,GaussianNB,Caff,0,3,0,184
690,GaussianNB,Cannabis,47,15,14,112
691,GaussianNB,Cannabis,44,18,17,109
692,GaussianNB,Cannabis,37,25,23,103
693,GaussianNB,Cannabis,38,24,17,109
694,GaussianNB,Cannabis,35,27,11,115
695,GaussianNB,Cannabis,37,25,20,106
696,GaussianNB,Cannabis,43,19,22,104
697,GaussianNB,Cannabis,47,15,14,111
698,GaussianNB,Cannabis,42,20,15,110
699,GaussianNB,Cannabis,39,23,20,105
700,GaussianNB,Cannabis,43,19,23,103
701,GaussianNB,Cannabis,39,23,17,109
702,GaussianNB,Cannabis,43,19,10,116
703,GaussianNB,Cannabis,40,22,16,110
704,GaussianNB,Cannabis,40,22,17,109
705,GaussianNB,Cannabis,36,26,24,102
706,GaussianNB,Cannabis,41,21,12,114
707,GaussianNB,Cannabis,38,24,22,103
708,GaussianNB,Cannabis,44,18,20,105
709,GaussianNB,Cannabis,44,18,17,108
710,GaussianNB,Cannabis,39,23,18,108
711,GaussianNB,Cannabis,40,22,23,103
712,GaussianNB,Cannabis,42,20,15,111
713,GaussianNB,Cannabis,39,23,17,109
714,GaussianNB,Cannabis,39,23,17,109
715,GaussianNB,Cannabis,43,19,17,109
716,GaussianNB,Cannabis,43,19,14,112
717,GaussianNB,Cannabis,43,19,20,105
